CMDLINE /home/sarvesh/Downloads/HappyMongo/voiceenv/bin/python3 server.py
MEM 144.277344 1587454595.3228
MEM 144.277344 1587454595.4235
MEM 144.277344 1587454595.5254
MEM 144.277344 1587454595.6257
MEM 144.277344 1587454595.7263
MEM 144.277344 1587454595.8274
MEM 144.277344 1587454595.9285
MEM 144.277344 1587454596.0293
MEM 144.277344 1587454596.1300
MEM 144.277344 1587454596.2307
MEM 144.277344 1587454596.3315
MEM 144.277344 1587454596.4322
MEM 144.277344 1587454596.5327
MEM 144.277344 1587454596.6330
MEM 144.277344 1587454596.7333
MEM 144.277344 1587454596.8341
MEM 144.277344 1587454596.9347
MEM 144.277344 1587454597.0351
MEM 144.277344 1587454597.1363
MEM 144.277344 1587454597.2371
MEM 144.277344 1587454597.3380
MEM 144.277344 1587454597.4389
MEM 144.277344 1587454597.5401
MEM 144.277344 1587454597.6414
MEM 144.277344 1587454597.7420
MEM 144.277344 1587454597.8426
MEM 144.277344 1587454597.9432
MEM 144.277344 1587454598.0436
MEM 144.277344 1587454598.1440
MEM 144.277344 1587454598.2445
MEM 144.277344 1587454598.3451
MEM 144.277344 1587454598.4459
MEM 144.277344 1587454598.5467
MEM 144.277344 1587454598.6475
MEM 144.277344 1587454598.7483
MEM 144.277344 1587454598.8489
MEM 144.277344 1587454598.9494
MEM 144.277344 1587454599.0498
MEM 144.277344 1587454599.1509
MEM 144.277344 1587454599.2517
MEM 144.277344 1587454599.3523
MEM 144.277344 1587454599.4531
MEM 144.277344 1587454599.5542
MEM 144.277344 1587454599.6554
MEM 144.277344 1587454599.7564
MEM 144.277344 1587454599.8571
MEM 144.277344 1587454599.9582
MEM 144.277344 1587454600.0589
MEM 144.277344 1587454600.1601
MEM 144.277344 1587454600.2614
MEM 144.277344 1587454600.3621
MEM 144.277344 1587454600.4634
MEM 144.277344 1587454600.5643
MEM 144.277344 1587454600.6651
MEM 144.277344 1587454600.7657
MEM 144.277344 1587454600.8664
MEM 144.277344 1587454600.9672
MEM 144.277344 1587454601.0683
MEM 144.277344 1587454601.1697
MEM 144.277344 1587454601.2704
MEM 144.277344 1587454601.3716
MEM 144.277344 1587454601.4728
MEM 144.277344 1587454601.5740
MEM 144.277344 1587454601.6748
MEM 144.277344 1587454601.7755
MEM 144.277344 1587454601.8765
MEM 144.277344 1587454601.9777
MEM 144.277344 1587454602.0783
MEM 144.277344 1587454602.1791
MEM 144.277344 1587454602.2798
MEM 144.277344 1587454602.3804
MEM 144.277344 1587454602.4813
MEM 144.277344 1587454602.5820
MEM 144.277344 1587454602.6831
MEM 144.277344 1587454602.7844
MEM 144.277344 1587454602.8850
MEM 144.277344 1587454602.9858
MEM 144.277344 1587454603.0864
MEM 144.277344 1587454603.1873
MEM 144.277344 1587454603.2880
MEM 144.277344 1587454603.3886
MEM 144.277344 1587454603.4894
MEM 144.277344 1587454603.5906
MEM 144.277344 1587454603.6915
MEM 144.277344 1587454603.7927
MEM 144.277344 1587454603.8939
MEM 144.277344 1587454603.9946
MEM 144.277344 1587454604.0953
MEM 144.277344 1587454604.1967
MEM 144.277344 1587454604.2975
MEM 144.277344 1587454604.3982
MEM 144.277344 1587454604.4988
MEM 144.277344 1587454604.5995
MEM 144.277344 1587454604.7004
MEM 144.277344 1587454604.8015
MEM 144.277344 1587454604.9026
MEM 144.277344 1587454605.0035
MEM 144.277344 1587454605.1049
MEM 144.277344 1587454605.2061
MEM 144.277344 1587454605.3069
MEM 144.277344 1587454605.4083
MEM 144.277344 1587454605.5091
MEM 144.277344 1587454605.6098
MEM 144.277344 1587454605.7106
MEM 144.277344 1587454605.8113
MEM 144.277344 1587454605.9120
MEM 144.277344 1587454606.0126
MEM 144.277344 1587454606.1133
MEM 144.277344 1587454606.2141
MEM 144.277344 1587454606.3148
MEM 144.277344 1587454606.4156
MEM 144.277344 1587454606.5162
MEM 144.277344 1587454606.6168
MEM 144.277344 1587454606.7176
MEM 144.277344 1587454606.8185
MEM 144.277344 1587454606.9191
MEM 144.277344 1587454607.0196
MEM 144.277344 1587454607.1202
MEM 144.277344 1587454607.2214
MEM 144.277344 1587454607.3221
MEM 144.277344 1587454607.4228
MEM 144.277344 1587454607.5234
MEM 144.277344 1587454607.6243
MEM 144.277344 1587454607.7250
MEM 144.277344 1587454607.8261
MEM 144.277344 1587454607.9268
MEM 144.277344 1587454608.0279
MEM 144.277344 1587454608.1292
MEM 144.277344 1587454608.2300
MEM 144.277344 1587454608.3308
MEM 144.277344 1587454608.4315
MEM 144.277344 1587454608.5323
MEM 144.277344 1587454608.6335
MEM 144.277344 1587454608.7347
MEM 144.277344 1587454608.8361
MEM 144.277344 1587454608.9374
MEM 144.277344 1587454609.0384
MEM 144.277344 1587454609.1392
MEM 144.277344 1587454609.2399
MEM 144.277344 1587454609.3403
MEM 144.277344 1587454609.4411
MEM 144.277344 1587454609.5423
MEM 144.277344 1587454609.6431
MEM 144.277344 1587454609.7435
MEM 144.277344 1587454609.8443
MEM 144.277344 1587454609.9451
MEM 144.277344 1587454610.0459
MEM 144.277344 1587454610.1465
MEM 144.277344 1587454610.2474
MEM 144.277344 1587454610.3481
MEM 144.277344 1587454610.4489
MEM 144.277344 1587454610.5497
MEM 144.277344 1587454610.6505
MEM 144.277344 1587454610.7512
MEM 144.277344 1587454610.8520
MEM 144.277344 1587454610.9529
MEM 144.277344 1587454611.0538
MEM 144.277344 1587454611.1544
MEM 144.277344 1587454611.2551
MEM 144.277344 1587454611.3557
MEM 144.277344 1587454611.4564
MEM 144.277344 1587454611.5571
MEM 144.277344 1587454611.6579
MEM 144.277344 1587454611.7586
MEM 144.277344 1587454611.8591
MEM 144.277344 1587454611.9598
MEM 144.277344 1587454612.0605
MEM 144.277344 1587454612.1612
MEM 144.277344 1587454612.2621
MEM 144.277344 1587454612.3629
MEM 144.277344 1587454612.4639
MEM 144.277344 1587454612.5650
MEM 144.277344 1587454612.6659
MEM 144.277344 1587454612.7666
MEM 144.277344 1587454612.8674
MEM 144.277344 1587454612.9681
MEM 144.277344 1587454613.0689
MEM 144.277344 1587454613.1698
MEM 144.277344 1587454613.2706
MEM 144.277344 1587454613.3718
MEM 144.277344 1587454613.4725
MEM 144.277344 1587454613.5731
MEM 144.277344 1587454613.6736
MEM 144.277344 1587454613.7744
MEM 144.277344 1587454613.8751
MEM 144.277344 1587454613.9759
MEM 144.277344 1587454614.0766
MEM 144.277344 1587454614.1778
MEM 144.277344 1587454614.2786
MEM 144.277344 1587454614.3794
MEM 144.277344 1587454614.4802
MEM 144.277344 1587454614.5815
MEM 144.277344 1587454614.6828
MEM 144.277344 1587454614.7834
MEM 144.277344 1587454614.8842
MEM 144.277344 1587454614.9850
MEM 144.277344 1587454615.0860
MEM 144.277344 1587454615.1868
MEM 144.277344 1587454615.2876
MEM 144.277344 1587454615.3886
MEM 144.277344 1587454615.4894
MEM 144.277344 1587454615.5900
MEM 144.277344 1587454615.6907
MEM 144.277344 1587454615.7914
MEM 144.277344 1587454615.8921
MEM 144.277344 1587454615.9935
MEM 144.277344 1587454616.0944
MEM 144.277344 1587454616.1957
MEM 144.277344 1587454616.2964
MEM 144.277344 1587454616.3971
MEM 144.277344 1587454616.4986
MEM 144.277344 1587454616.5993
MEM 144.277344 1587454616.7001
MEM 144.277344 1587454616.8014
MEM 144.277344 1587454616.9021
MEM 144.277344 1587454617.0027
MEM 144.277344 1587454617.1034
MEM 144.277344 1587454617.2041
MEM 144.277344 1587454617.3049
MEM 144.277344 1587454617.4060
MEM 144.277344 1587454617.5074
MEM 144.277344 1587454617.6087
MEM 144.277344 1587454617.7101
MEM 144.277344 1587454617.8111
MEM 144.277344 1587454617.9123
MEM 144.277344 1587454618.0136
MEM 144.277344 1587454618.1148
MEM 144.277344 1587454618.2153
MEM 144.277344 1587454618.3166
MEM 144.277344 1587454618.4178
MEM 144.277344 1587454618.5185
MEM 144.277344 1587454618.6190
MEM 144.277344 1587454618.7196
MEM 144.277344 1587454618.8202
MEM 144.277344 1587454618.9208
MEM 144.277344 1587454619.0216
MEM 144.277344 1587454619.1223
MEM 144.277344 1587454619.2230
MEM 144.277344 1587454619.3237
MEM 144.277344 1587454619.4240
MEM 144.277344 1587454619.5244
MEM 144.277344 1587454619.6247
MEM 144.277344 1587454619.7251
MEM 144.277344 1587454619.8255
MEM 144.277344 1587454619.9258
MEM 144.277344 1587454620.0262
MEM 144.277344 1587454620.1265
MEM 144.277344 1587454620.2269
MEM 144.277344 1587454620.3272
MEM 144.289062 1587454620.4329
MEM 144.289062 1587454620.5333
MEM 144.289062 1587454620.6342
MEM 144.289062 1587454620.7348
MEM 144.289062 1587454620.8355
MEM 144.289062 1587454620.9363
MEM 144.289062 1587454621.0375
MEM 144.289062 1587454621.1387
MEM 144.289062 1587454621.2393
MEM 144.289062 1587454621.3400
MEM 144.289062 1587454621.4411
MEM 144.289062 1587454621.5422
MEM 144.289062 1587454621.6433
MEM 144.289062 1587454621.7445
MEM 144.289062 1587454621.8452
MEM 144.289062 1587454621.9466
MEM 144.289062 1587454622.0475
MEM 144.289062 1587454622.1483
MEM 144.289062 1587454622.2492
MEM 144.289062 1587454622.3504
MEM 144.289062 1587454622.4515
MEM 144.289062 1587454622.5526
MEM 144.289062 1587454622.6538
MEM 144.289062 1587454622.7546
MEM 144.289062 1587454622.8553
MEM 144.289062 1587454622.9562
MEM 144.289062 1587454623.0569
MEM 144.289062 1587454623.1577
MEM 144.289062 1587454623.2584
MEM 144.289062 1587454623.3592
MEM 144.289062 1587454623.4600
MEM 144.289062 1587454623.5609
MEM 144.289062 1587454623.6617
MEM 144.289062 1587454623.7626
MEM 144.289062 1587454623.8637
MEM 144.289062 1587454623.9642
MEM 144.289062 1587454624.0646
MEM 144.289062 1587454624.1655
MEM 144.289062 1587454624.2663
MEM 144.289062 1587454624.3672
MEM 144.289062 1587454624.4680
MEM 144.289062 1587454624.5689
MEM 144.289062 1587454624.6698
MEM 144.289062 1587454624.7706
MEM 144.289062 1587454624.8714
MEM 144.289062 1587454624.9723
MEM 144.289062 1587454625.0733
MEM 144.289062 1587454625.1745
MEM 144.289062 1587454625.2757
MEM 144.289062 1587454625.3770
MEM 144.289062 1587454625.4776
MEM 144.289062 1587454625.5788
MEM 144.289062 1587454625.6803
MEM 144.289062 1587454625.7811
MEM 144.289062 1587454625.8819
MEM 144.289062 1587454625.9827
MEM 144.289062 1587454626.0834
MEM 144.289062 1587454626.1844
MEM 144.289062 1587454626.2857
MEM 144.289062 1587454626.3867
MEM 144.289062 1587454626.4878
MEM 144.289062 1587454626.5889
MEM 144.289062 1587454626.6901
MEM 144.289062 1587454626.7915
MEM 144.289062 1587454626.8928
MEM 144.289062 1587454626.9940
MEM 144.289062 1587454627.0948
MEM 144.289062 1587454627.1961
MEM 144.289062 1587454627.2973
MEM 144.289062 1587454627.3986
MEM 144.289062 1587454627.4997
MEM 144.289062 1587454627.6009
MEM 144.289062 1587454627.7022
MEM 144.289062 1587454627.8034
MEM 144.289062 1587454627.9046
MEM 144.289062 1587454628.0056
MEM 144.289062 1587454628.1061
MEM 144.289062 1587454628.2066
MEM 144.289062 1587454628.3073
MEM 144.289062 1587454628.4079
MEM 144.289062 1587454628.5091
MEM 144.289062 1587454628.6102
MEM 144.289062 1587454628.7109
MEM 144.289062 1587454628.8122
MEM 144.289062 1587454628.9129
MEM 144.289062 1587454629.0138
MEM 144.289062 1587454629.1145
MEM 144.289062 1587454629.2158
MEM 144.289062 1587454629.3165
MEM 144.289062 1587454629.4174
MEM 144.289062 1587454629.5180
MEM 144.289062 1587454629.6187
MEM 144.289062 1587454629.7194
MEM 144.289062 1587454629.8201
MEM 144.289062 1587454629.9208
MEM 144.289062 1587454630.0215
MEM 144.289062 1587454630.1226
MEM 144.289062 1587454630.2232
MEM 144.289062 1587454630.3240
MEM 144.289062 1587454630.4246
MEM 144.289062 1587454630.5258
MEM 144.289062 1587454630.6267
MEM 144.289062 1587454630.7278
MEM 144.289062 1587454630.8290
MEM 144.289062 1587454630.9294
MEM 144.289062 1587454631.0300
MEM 144.289062 1587454631.1306
MEM 144.289062 1587454631.2312
MEM 144.289062 1587454631.3316
MEM 144.289062 1587454631.4320
MEM 144.289062 1587454631.5327
MEM 144.289062 1587454631.6334
MEM 144.289062 1587454631.7340
MEM 144.289062 1587454631.8349
MEM 144.289062 1587454631.9361
MEM 144.289062 1587454632.0373
MEM 144.289062 1587454632.1387
MEM 144.289062 1587454632.2397
MEM 144.289062 1587454632.3410
MEM 144.289062 1587454632.4423
MEM 144.289062 1587454632.5436
MEM 144.289062 1587454632.6449
MEM 144.289062 1587454632.7458
MEM 144.289062 1587454632.8464
MEM 144.289062 1587454632.9474
MEM 144.289062 1587454633.0481
MEM 144.289062 1587454633.1484
MEM 144.289062 1587454633.2491
MEM 144.289062 1587454633.3502
MEM 144.289062 1587454633.4510
MEM 144.289062 1587454633.5517
MEM 144.289062 1587454633.6524
MEM 144.289062 1587454633.7530
MEM 144.289062 1587454633.8543
MEM 144.289062 1587454633.9552
MEM 144.289062 1587454634.0561
MEM 144.289062 1587454634.1574
MEM 144.289062 1587454634.2581
MEM 144.289062 1587454634.3584
MEM 144.289062 1587454634.4587
MEM 144.292969 1587454634.5591
MEM 144.292969 1587454634.6594
MEM 144.292969 1587454634.7601
MEM 144.292969 1587454634.8607
MEM 144.292969 1587454634.9614
MEM 144.292969 1587454635.0622
MEM 144.292969 1587454635.1632
MEM 144.292969 1587454635.2640
MEM 144.292969 1587454635.3647
MEM 144.292969 1587454635.4665
MEM 144.292969 1587454635.5671
MEM 144.292969 1587454635.6681
MEM 144.292969 1587454635.7688
MEM 144.292969 1587454635.8696
MEM 144.292969 1587454635.9703
MEM 144.292969 1587454636.0714
MEM 144.292969 1587454636.1721
MEM 144.292969 1587454636.2735
MEM 144.292969 1587454636.3747
MEM 144.292969 1587454636.4759
MEM 144.292969 1587454636.5769
MEM 144.292969 1587454636.6773
MEM 144.292969 1587454636.7783
MEM 144.292969 1587454636.8791
MEM 144.292969 1587454636.9798
MEM 144.292969 1587454637.0803
MEM 144.292969 1587454637.1807
MEM 144.292969 1587454637.2814
MEM 144.292969 1587454637.3820
MEM 144.292969 1587454637.4833
MEM 144.292969 1587454637.5840
MEM 144.292969 1587454637.6851
MEM 144.292969 1587454637.7859
MEM 144.292969 1587454637.8866
MEM 144.292969 1587454637.9874
MEM 144.292969 1587454638.0885
MEM 144.292969 1587454638.1899
MEM 144.292969 1587454638.2909
MEM 144.292969 1587454638.3914
MEM 144.292969 1587454638.4918
MEM 144.292969 1587454638.5931
MEM 144.292969 1587454638.6938
MEM 144.292969 1587454638.7942
MEM 144.292969 1587454638.8952
MEM 144.292969 1587454638.9959
MEM 144.292969 1587454639.0967
MEM 144.292969 1587454639.1974
MEM 144.292969 1587454639.2988
MEM 144.292969 1587454639.3996
MEM 144.292969 1587454639.5009
MEM 144.292969 1587454639.6023
