CMDLINE /home/sarvesh/Downloads/HappyMongo/voiceenv/bin/python3 server.py
MEM 143.886719 1587454781.2159
CHLD 0 0.000000 1587454781.2240
CHLD 1 562.832031 1587454781.2240
MEM 143.886719 1587454781.3244
CHLD 0 0.000000 1587454781.3325
CHLD 1 563.089844 1587454781.3326
MEM 143.886719 1587454781.4329
CHLD 0 0.000000 1587454781.4414
CHLD 1 563.605469 1587454781.4414
MEM 143.886719 1587454781.5418
CHLD 0 0.000000 1587454781.5503
CHLD 1 458.832031 1587454781.5503
MEM 143.886719 1587454781.6507
CHLD 0 0.000000 1587454781.6593
CHLD 1 458.832031 1587454781.6593
MEM 143.886719 1587454781.7596
CHLD 0 0.000000 1587454781.7677
CHLD 1 458.832031 1587454781.7678
MEM 143.886719 1587454781.8681
CHLD 0 0.000000 1587454781.8766
CHLD 1 459.417969 1587454781.8767
MEM 143.886719 1587454781.9770
CHLD 0 0.000000 1587454781.9856
CHLD 1 459.675781 1587454781.9856
MEM 143.886719 1587454782.0860
CHLD 0 0.000000 1587454782.0927
CHLD 1 459.933594 1587454782.0927
MEM 143.886719 1587454782.1931
CHLD 0 0.000000 1587454782.1998
CHLD 1 460.191406 1587454782.1998
MEM 143.886719 1587454782.3002
CHLD 0 0.000000 1587454782.3068
CHLD 1 460.449219 1587454782.3069
MEM 143.886719 1587454782.4073
CHLD 0 0.000000 1587454782.4140
CHLD 1 460.707031 1587454782.4141
MEM 143.886719 1587454782.5145
CHLD 0 0.000000 1587454782.5210
CHLD 1 460.964844 1587454782.5210
MEM 143.886719 1587454782.6214
CHLD 0 0.000000 1587454782.6290
CHLD 1 461.222656 1587454782.6291
MEM 143.886719 1587454782.7294
CHLD 0 0.000000 1587454782.7353
CHLD 1 126.195312 1587454782.7354
MEM 143.886719 1587454782.8358
CHLD 0 0.000000 1587454782.8422
CHLD 1 346.992188 1587454782.8423
MEM 143.886719 1587454782.9426
CHLD 0 0.000000 1587454782.9492
CHLD 1 369.656250 1587454782.9492
MEM 143.886719 1587454783.0496
CHLD 0 0.000000 1587454783.0564
CHLD 1 389.656250 1587454783.0564
MEM 143.886719 1587454783.1567
CHLD 0 0.000000 1587454783.1632
CHLD 1 337.144531 1587454783.1632
MEM 143.886719 1587454783.2635
CHLD 0 0.000000 1587454783.2708
CHLD 1 337.144531 1587454783.2708
MEM 143.886719 1587454783.3711
CHLD 0 0.000000 1587454783.3778
CHLD 1 337.144531 1587454783.3778
MEM 144.152344 1587454783.4782
MEM 144.152344 1587454783.5847
MEM 144.152344 1587454783.6948
MEM 144.152344 1587454783.8113
MEM 144.152344 1587454783.9276
MEM 144.152344 1587454784.0417
MEM 144.152344 1587454784.1571
MEM 144.152344 1587454784.2752
MEM 144.152344 1587454784.3932
MEM 144.152344 1587454784.5106
MEM 144.152344 1587454784.6280
MEM 144.152344 1587454784.7467
MEM 144.152344 1587454784.8651
MEM 144.152344 1587454784.9827
MEM 144.152344 1587454785.1007
MEM 144.152344 1587454785.2222
MEM 144.152344 1587454785.3391
MEM 144.152344 1587454785.4473
MEM 144.152344 1587454785.5661
MEM 144.152344 1587454785.6847
MEM 144.152344 1587454785.8040
MEM 144.152344 1587454785.9224
MEM 144.152344 1587454786.0414
MEM 144.152344 1587454786.1583
MEM 144.152344 1587454786.2836
MEM 144.152344 1587454786.3911
MEM 144.152344 1587454786.5086
MEM 144.152344 1587454786.6329
MEM 144.152344 1587454786.7558
MEM 144.152344 1587454786.8781
MEM 144.152344 1587454786.9973
MEM 144.152344 1587454787.1162
MEM 144.152344 1587454787.2352
MEM 144.152344 1587454787.3534
MEM 144.152344 1587454787.4697
MEM 144.152344 1587454787.5778
MEM 144.152344 1587454787.6966
MEM 144.152344 1587454787.8131
MEM 144.152344 1587454787.9354
MEM 144.152344 1587454788.0570
MEM 144.152344 1587454788.1790
MEM 144.152344 1587454788.2988
MEM 144.152344 1587454788.4180
MEM 144.152344 1587454788.5392
MEM 144.152344 1587454788.6593
MEM 144.152344 1587454788.7798
MEM 144.152344 1587454788.9007
MEM 144.152344 1587454789.0201
MEM 144.152344 1587454789.1422
MEM 144.152344 1587454789.2616
MEM 144.152344 1587454789.3810
MEM 144.152344 1587454789.5014
MEM 144.152344 1587454789.6212
MEM 144.152344 1587454789.7416
MEM 144.152344 1587454789.8618
MEM 144.152344 1587454789.9816
MEM 144.152344 1587454790.1025
MEM 144.152344 1587454790.2234
MEM 144.152344 1587454790.3431
MEM 144.152344 1587454790.4638
MEM 144.152344 1587454790.5856
MEM 144.152344 1587454790.7078
MEM 144.152344 1587454790.8288
MEM 144.152344 1587454790.9480
MEM 144.152344 1587454791.0684
MEM 144.152344 1587454791.1894
MEM 144.152344 1587454791.3098
MEM 144.152344 1587454791.4301
MEM 144.152344 1587454791.5505
MEM 144.152344 1587454791.6704
MEM 144.152344 1587454791.7904
MEM 144.152344 1587454791.9109
MEM 144.152344 1587454792.0335
MEM 144.152344 1587454792.1580
MEM 144.152344 1587454792.2782
MEM 144.152344 1587454792.3987
MEM 144.152344 1587454792.5192
MEM 144.152344 1587454792.6415
MEM 144.152344 1587454792.7627
MEM 144.152344 1587454792.8837
MEM 144.152344 1587454793.0099
MEM 144.152344 1587454793.1288
MEM 144.152344 1587454793.2389
MEM 144.152344 1587454793.3591
MEM 144.152344 1587454793.4792
MEM 144.152344 1587454793.6025
MEM 144.152344 1587454793.7237
MEM 144.152344 1587454793.8458
MEM 144.152344 1587454793.9654
MEM 144.152344 1587454794.0895
MEM 144.152344 1587454794.2089
MEM 144.152344 1587454794.3293
MEM 144.152344 1587454794.4505
MEM 144.152344 1587454794.5715
MEM 144.152344 1587454794.6941
MEM 144.152344 1587454794.8147
MEM 144.152344 1587454794.9350
MEM 144.152344 1587454795.0557
MEM 144.152344 1587454795.1730
MEM 144.152344 1587454795.2940
MEM 144.152344 1587454795.4147
MEM 144.152344 1587454795.5364
MEM 144.152344 1587454795.6585
MEM 144.152344 1587454795.7808
MEM 144.152344 1587454795.9015
MEM 144.152344 1587454796.0275
MEM 144.152344 1587454796.1525
MEM 144.152344 1587454796.2748
MEM 144.152344 1587454796.3968
MEM 144.152344 1587454796.5181
MEM 144.152344 1587454796.6417
MEM 144.152344 1587454796.7663
MEM 144.152344 1587454796.8910
MEM 144.152344 1587454797.0137
MEM 144.152344 1587454797.1338
MEM 144.152344 1587454797.2544
MEM 144.152344 1587454797.3746
MEM 144.152344 1587454797.4951
MEM 144.152344 1587454797.6161
MEM 144.152344 1587454797.7371
MEM 144.152344 1587454797.8588
MEM 144.152344 1587454797.9814
MEM 144.152344 1587454798.1044
MEM 144.152344 1587454798.2272
MEM 144.152344 1587454798.3495
MEM 144.152344 1587454798.4700
MEM 144.152344 1587454798.5878
MEM 144.152344 1587454798.7072
MEM 144.152344 1587454798.8281
MEM 144.152344 1587454798.9480
MEM 144.152344 1587454799.0700
MEM 144.152344 1587454799.1920
MEM 144.152344 1587454799.3150
MEM 144.152344 1587454799.4346
MEM 144.152344 1587454799.5576
MEM 144.152344 1587454799.6797
MEM 144.152344 1587454799.8018
MEM 144.152344 1587454799.9210
MEM 144.152344 1587454800.0401
MEM 144.152344 1587454800.1608
MEM 144.152344 1587454800.2805
MEM 144.152344 1587454800.4000
MEM 144.152344 1587454800.5195
