CMDLINE /home/sarvesh/Downloads/HappyMongo/voiceenv/bin/python3 server.py
CHLD 2 209.621094 1587454762.9127
MEM 143.910156 1587454763.0131
CHLD 0 165.144531 1587454763.0238
CHLD 1 165.085938 1587454763.0239
CHLD 2 209.621094 1587454763.0239
MEM 143.910156 1587454763.1243
CHLD 0 165.144531 1587454763.1350
CHLD 1 165.085938 1587454763.1350
CHLD 2 209.621094 1587454763.1350
MEM 143.910156 1587454763.2358
CHLD 0 165.144531 1587454763.2458
CHLD 1 165.085938 1587454763.2458
CHLD 2 209.621094 1587454763.2459
MEM 143.910156 1587454763.3462
CHLD 0 165.144531 1587454763.3592
CHLD 1 165.085938 1587454763.3592
CHLD 2 209.621094 1587454763.3593
MEM 143.910156 1587454763.4596
CHLD 0 165.324219 1587454763.4742
CHLD 1 165.085938 1587454763.4743
CHLD 2 209.621094 1587454763.4743
MEM 143.910156 1587454763.5746
CHLD 0 165.738281 1587454763.5845
CHLD 1 165.789062 1587454763.5846
CHLD 2 209.621094 1587454763.5846
MEM 143.910156 1587454763.6849
CHLD 0 188.742188 1587454763.6935
CHLD 1 174.015625 1587454763.6935
CHLD 2 209.621094 1587454763.6935
MEM 143.910156 1587454763.7939
CHLD 0 188.742188 1587454763.8027
CHLD 1 188.695312 1587454763.8027
CHLD 2 209.621094 1587454763.8028
MEM 143.910156 1587454763.9031
CHLD 0 188.742188 1587454763.9125
CHLD 1 188.695312 1587454763.9126
CHLD 2 211.410156 1587454763.9126
MEM 143.910156 1587454764.0129
CHLD 0 188.742188 1587454764.0239
CHLD 1 188.695312 1587454764.0239
CHLD 2 211.410156 1587454764.0240
MEM 143.910156 1587454764.1244
CHLD 0 188.796875 1587454764.1330
CHLD 1 188.695312 1587454764.1330
CHLD 2 211.410156 1587454764.1330
MEM 143.910156 1587454764.2334
CHLD 0 188.796875 1587454764.2417
CHLD 1 188.695312 1587454764.2417
CHLD 2 211.410156 1587454764.2418
MEM 143.910156 1587454764.3421
CHLD 0 188.960938 1587454764.3511
CHLD 1 188.750000 1587454764.3511
CHLD 2 213.812500 1587454764.3512
MEM 143.910156 1587454764.4515
CHLD 0 189.070312 1587454764.4600
CHLD 1 188.859375 1587454764.4600
CHLD 2 214.070312 1587454764.4600
MEM 143.910156 1587454764.5604
CHLD 0 256.250000 1587454764.5737
CHLD 1 202.230469 1587454764.5737
CHLD 2 216.820312 1587454764.5738
MEM 143.910156 1587454764.6741
CHLD 0 270.429688 1587454764.6884
CHLD 1 253.339844 1587454764.6885
CHLD 2 218.484375 1587454764.6885
MEM 143.910156 1587454764.7889
CHLD 0 281.515625 1587454764.8019
CHLD 1 259.011719 1587454764.8019
CHLD 2 218.484375 1587454764.8020
MEM 143.910156 1587454764.9023
CHLD 0 255.031250 1587454764.9250
CHLD 1 273.964844 1587454764.9251
CHLD 2 218.484375 1587454764.9251
MEM 143.910156 1587454765.0255
CHLD 0 263.796875 1587454765.0435
CHLD 1 281.441406 1587454765.0435
CHLD 2 218.484375 1587454765.0436
MEM 143.910156 1587454765.1442
CHLD 0 281.585938 1587454765.1595
CHLD 1 253.925781 1587454765.1595
CHLD 2 218.484375 1587454765.1595
MEM 143.910156 1587454765.2600
CHLD 0 281.585938 1587454765.2761
CHLD 1 275.582031 1587454765.2761
CHLD 2 218.484375 1587454765.2761
MEM 143.910156 1587454765.3765
CHLD 0 251.679688 1587454765.3918
CHLD 1 281.511719 1587454765.3919
CHLD 2 218.484375 1587454765.3919
MEM 143.910156 1587454765.4923
CHLD 0 260.445312 1587454765.5013
CHLD 1 251.089844 1587454765.5013
CHLD 2 218.484375 1587454765.5014
MEM 143.910156 1587454765.6017
CHLD 0 281.585938 1587454765.6100
CHLD 1 261.917969 1587454765.6100
CHLD 2 218.484375 1587454765.6101
MEM 143.910156 1587454765.7104
CHLD 0 281.585938 1587454765.7195
CHLD 1 281.511719 1587454765.7195
CHLD 2 218.484375 1587454765.7196
MEM 143.910156 1587454765.8200
CHLD 0 255.289062 1587454765.8294
CHLD 1 281.511719 1587454765.8294
CHLD 2 218.484375 1587454765.8295
MEM 143.910156 1587454765.9298
CHLD 0 270.500000 1587454765.9385
CHLD 1 254.699219 1587454765.9385
CHLD 2 218.484375 1587454765.9386
MEM 143.910156 1587454766.0389
CHLD 0 281.585938 1587454766.0472
CHLD 1 264.753906 1587454766.0472
CHLD 2 218.484375 1587454766.0473
MEM 143.910156 1587454766.1477
CHLD 0 281.585938 1587454766.1579
CHLD 1 281.511719 1587454766.1580
CHLD 2 218.484375 1587454766.1580
MEM 143.910156 1587454766.2583
CHLD 0 249.621094 1587454766.2671
CHLD 1 281.511719 1587454766.2671
CHLD 2 218.484375 1587454766.2671
MEM 143.910156 1587454766.3675
CHLD 0 249.621094 1587454766.3761
CHLD 1 249.546875 1587454766.3761
CHLD 2 218.484375 1587454766.3761
MEM 143.910156 1587454766.4765
CHLD 0 249.621094 1587454766.4847
CHLD 1 249.546875 1587454766.4848
CHLD 2 218.484375 1587454766.4848
MEM 143.910156 1587454766.5851
CHLD 0 249.621094 1587454766.5936
CHLD 1 249.546875 1587454766.5937
CHLD 2 218.484375 1587454766.5937
MEM 143.910156 1587454766.6940
CHLD 0 249.621094 1587454766.7022
CHLD 1 249.546875 1587454766.7023
CHLD 2 218.484375 1587454766.7023
MEM 143.910156 1587454766.8026
CHLD 0 249.621094 1587454766.8107
CHLD 1 249.546875 1587454766.8108
CHLD 2 218.484375 1587454766.8108
MEM 143.910156 1587454766.9111
CHLD 0 249.621094 1587454766.9207
CHLD 1 249.546875 1587454766.9207
CHLD 2 218.664062 1587454766.9208
MEM 143.910156 1587454767.0211
CHLD 0 249.621094 1587454767.0301
CHLD 1 249.546875 1587454767.0302
CHLD 2 218.664062 1587454767.0302
MEM 143.910156 1587454767.1305
CHLD 0 249.621094 1587454767.1459
CHLD 1 249.546875 1587454767.1459
CHLD 2 219.015625 1587454767.1460
MEM 143.910156 1587454767.2463
CHLD 0 249.875000 1587454767.2617
CHLD 1 249.546875 1587454767.2618
CHLD 2 219.132812 1587454767.2618
MEM 143.910156 1587454767.3622
CHLD 0 250.132812 1587454767.3709
CHLD 1 249.800781 1587454767.3709
CHLD 2 221.175781 1587454767.3710
MEM 143.910156 1587454767.4713
CHLD 0 250.390625 1587454767.4812
CHLD 1 250.058594 1587454767.4813
CHLD 2 317.562500 1587454767.4813
MEM 143.910156 1587454767.5819
CHLD 0 250.390625 1587454767.5995
CHLD 1 250.316406 1587454767.5995
CHLD 2 328.636719 1587454767.5995
MEM 143.910156 1587454767.6999
CHLD 0 250.648438 1587454767.7079
CHLD 1 250.574219 1587454767.7079
CHLD 2 328.636719 1587454767.7079
MEM 143.910156 1587454767.8083
CHLD 0 250.648438 1587454767.8198
CHLD 1 250.574219 1587454767.8198
CHLD 2 328.636719 1587454767.8199
MEM 143.910156 1587454767.9202
CHLD 0 250.906250 1587454767.9289
CHLD 1 250.832031 1587454767.9290
CHLD 2 328.636719 1587454767.9290
MEM 143.910156 1587454768.0294
CHLD 0 250.906250 1587454768.0376
CHLD 1 250.832031 1587454768.0376
CHLD 2 328.636719 1587454768.0377
MEM 143.910156 1587454768.1381
CHLD 0 250.906250 1587454768.1467
CHLD 1 250.832031 1587454768.1467
CHLD 2 328.636719 1587454768.1468
MEM 143.910156 1587454768.2471
CHLD 0 251.164062 1587454768.2554
CHLD 1 251.089844 1587454768.2554
CHLD 2 328.636719 1587454768.2555
MEM 143.910156 1587454768.3558
CHLD 0 251.164062 1587454768.3665
CHLD 1 251.089844 1587454768.3666
CHLD 2 328.636719 1587454768.3666
MEM 143.910156 1587454768.4669
CHLD 0 251.421875 1587454768.4754
CHLD 1 251.089844 1587454768.4755
CHLD 2 328.636719 1587454768.4755
MEM 143.910156 1587454768.5758
CHLD 0 251.421875 1587454768.5842
CHLD 1 251.347656 1587454768.5843
CHLD 2 328.636719 1587454768.5843
MEM 143.910156 1587454768.6846
CHLD 0 251.421875 1587454768.7009
CHLD 1 251.347656 1587454768.7009
CHLD 2 328.636719 1587454768.7010
MEM 143.910156 1587454768.8013
CHLD 0 251.679688 1587454768.8097
CHLD 1 251.347656 1587454768.8097
CHLD 2 328.636719 1587454768.8098
MEM 143.910156 1587454768.9104
CHLD 0 251.679688 1587454768.9197
CHLD 1 251.605469 1587454768.9197
CHLD 2 328.636719 1587454768.9198
MEM 143.910156 1587454769.0201
CHLD 0 251.679688 1587454769.0301
CHLD 1 251.605469 1587454769.0301
CHLD 2 328.636719 1587454769.0302
MEM 143.910156 1587454769.1305
CHLD 0 251.679688 1587454769.1388
CHLD 1 251.605469 1587454769.1389
CHLD 2 328.636719 1587454769.1389
MEM 143.910156 1587454769.2392
CHLD 0 251.937500 1587454769.2479
CHLD 1 251.605469 1587454769.2480
CHLD 2 328.636719 1587454769.2480
MEM 143.910156 1587454769.3484
CHLD 0 251.937500 1587454769.3566
CHLD 1 251.863281 1587454769.3566
CHLD 2 328.636719 1587454769.3566
MEM 143.910156 1587454769.4570
CHLD 0 251.937500 1587454769.4653
CHLD 1 251.863281 1587454769.4653
CHLD 2 328.636719 1587454769.4654
MEM 143.910156 1587454769.5657
CHLD 0 252.195312 1587454769.5744
CHLD 1 251.863281 1587454769.5744
CHLD 2 328.691406 1587454769.5745
MEM 143.910156 1587454769.6748
CHLD 0 252.195312 1587454769.6835
CHLD 1 252.121094 1587454769.6835
CHLD 2 328.691406 1587454769.6836
MEM 143.910156 1587454769.7839
CHLD 0 252.195312 1587454769.7920
CHLD 1 252.121094 1587454769.7921
CHLD 2 328.691406 1587454769.7921
MEM 143.910156 1587454769.8924
CHLD 0 252.453125 1587454769.9009
CHLD 1 252.121094 1587454769.9009
CHLD 2 328.859375 1587454769.9009
MEM 143.910156 1587454770.0013
CHLD 0 252.710938 1587454770.0098
CHLD 1 252.378906 1587454770.0099
CHLD 2 328.914062 1587454770.0099
MEM 143.910156 1587454770.1103
CHLD 0 252.968750 1587454770.1269
CHLD 1 252.636719 1587454770.1270
CHLD 2 342.785156 1587454770.1270
MEM 143.910156 1587454770.2274
CHLD 0 253.226562 1587454770.2420
CHLD 1 252.894531 1587454770.2420
CHLD 2 503.058594 1587454770.2421
MEM 143.910156 1587454770.3635
CHLD 0 253.484375 1587454770.3909
CHLD 1 253.410156 1587454770.3909
CHLD 2 541.730469 1587454770.3910
MEM 143.910156 1587454770.4914
CHLD 0 253.742188 1587454770.5003
CHLD 1 253.410156 1587454770.5004
CHLD 2 613.144531 1587454770.5004
MEM 143.910156 1587454770.6008
CHLD 0 254.332031 1587454770.6126
CHLD 1 253.667969 1587454770.6126
CHLD 2 626.550781 1587454770.6127
MEM 143.910156 1587454770.7131
CHLD 0 254.332031 1587454770.7228
CHLD 1 254.257812 1587454770.7228
CHLD 2 626.550781 1587454770.7228
MEM 143.910156 1587454770.8232
CHLD 0 254.589844 1587454770.8338
CHLD 1 254.515625 1587454770.8338
CHLD 2 530.449219 1587454770.8339
MEM 143.910156 1587454770.9347
CHLD 0 198.035156 1587454770.9489
CHLD 1 254.515625 1587454770.9490
CHLD 2 596.449219 1587454770.9490
MEM 143.910156 1587454771.0494
CHLD 0 198.035156 1587454771.0633
CHLD 1 198.203125 1587454771.0633
CHLD 2 626.613281 1587454771.0633
MEM 143.910156 1587454771.1641
CHLD 0 209.535156 1587454771.1987
CHLD 1 209.703125 1587454771.1988
CHLD 2 626.613281 1587454771.1989
MEM 143.910156 1587454771.2993
CHLD 0 209.546875 1587454771.3164
CHLD 1 209.703125 1587454771.3165
CHLD 2 551.332031 1587454771.3165
MEM 143.910156 1587454771.4169
CHLD 0 209.546875 1587454771.4254
CHLD 1 209.703125 1587454771.4255
CHLD 2 579.175781 1587454771.4255
MEM 143.910156 1587454771.5259
CHLD 0 209.546875 1587454771.5347
CHLD 1 209.703125 1587454771.5347
CHLD 2 604.183594 1587454771.5347
MEM 143.910156 1587454771.6351
CHLD 0 209.546875 1587454771.6439
CHLD 1 209.703125 1587454771.6439
CHLD 2 611.917969 1587454771.6440
MEM 143.910156 1587454771.7443
CHLD 0 209.546875 1587454771.7528
CHLD 1 209.703125 1587454771.7528
CHLD 2 631.511719 1587454771.7528
MEM 143.910156 1587454771.8532
CHLD 0 209.546875 1587454771.8619
CHLD 1 209.703125 1587454771.8619
CHLD 2 662.707031 1587454771.8619
MEM 143.910156 1587454771.9623
CHLD 0 209.546875 1587454771.9712
CHLD 1 209.703125 1587454771.9712
CHLD 2 679.207031 1587454771.9712
MEM 143.910156 1587454772.0717
CHLD 0 209.546875 1587454772.0808
CHLD 1 209.703125 1587454772.0808
CHLD 2 679.207031 1587454772.0808
MEM 143.910156 1587454772.1812
CHLD 0 209.546875 1587454772.1901
CHLD 1 209.703125 1587454772.1901
CHLD 2 679.207031 1587454772.1901
MEM 143.910156 1587454772.2905
CHLD 0 209.546875 1587454772.2996
CHLD 1 209.703125 1587454772.2997
CHLD 2 679.207031 1587454772.2997
MEM 143.910156 1587454772.4001
CHLD 0 209.710938 1587454772.4086
CHLD 1 209.730469 1587454772.4087
CHLD 2 679.207031 1587454772.4087
MEM 143.910156 1587454772.5092
CHLD 0 220.597656 1587454772.5231
CHLD 1 209.929688 1587454772.5233
CHLD 2 679.207031 1587454772.5233
MEM 143.910156 1587454772.6239
CHLD 0 220.597656 1587454772.6401
CHLD 1 220.753906 1587454772.6402
CHLD 2 679.207031 1587454772.6402
MEM 143.910156 1587454772.7406
CHLD 0 220.597656 1587454772.7493
CHLD 1 220.753906 1587454772.7494
CHLD 2 679.207031 1587454772.7494
MEM 143.910156 1587454772.8498
CHLD 0 220.597656 1587454772.8583
CHLD 1 220.753906 1587454772.8584
CHLD 2 553.375000 1587454772.8584
MEM 143.910156 1587454772.9588
CHLD 0 220.597656 1587454772.9697
CHLD 1 220.753906 1587454772.9698
CHLD 2 559.046875 1587454772.9698
MEM 143.910156 1587454773.0701
CHLD 0 220.597656 1587454773.0810
CHLD 1 220.753906 1587454773.0810
CHLD 2 565.750000 1587454773.0810
MEM 143.910156 1587454773.1815
CHLD 0 220.597656 1587454773.1943
CHLD 1 220.753906 1587454773.1944
CHLD 2 570.648438 1587454773.1944
MEM 143.910156 1587454773.2947
CHLD 0 220.597656 1587454773.3063
CHLD 1 220.753906 1587454773.3063
CHLD 2 576.578125 1587454773.3064
MEM 143.910156 1587454773.4067
CHLD 0 242.628906 1587454773.4159
CHLD 1 222.675781 1587454773.4159
CHLD 2 589.468750 1587454773.4160
MEM 143.910156 1587454773.5164
CHLD 0 296.613281 1587454773.5290
CHLD 1 296.769531 1587454773.5291
CHLD 2 613.703125 1587454773.5291
MEM 143.882812 1587454773.6295
CHLD 0 275.015625 1587454773.6445
CHLD 1 276.203125 1587454773.6446
CHLD 2 679.187500 1587454773.6446
MEM 143.882812 1587454773.7451
CHLD 0 296.671875 1587454773.7575
CHLD 1 296.828125 1587454773.7575
CHLD 2 679.187500 1587454773.7576
MEM 143.882812 1587454773.8580
CHLD 0 286.359375 1587454773.8692
CHLD 1 296.828125 1587454773.8734
CHLD 2 679.187500 1587454773.8736
MEM 143.882812 1587454773.9740
CHLD 0 267.023438 1587454773.9828
CHLD 1 268.210938 1587454773.9829
CHLD 2 539.890625 1587454773.9829
MEM 143.882812 1587454774.0834
CHLD 0 296.671875 1587454774.1004
CHLD 1 296.828125 1587454774.1005
CHLD 2 540.144531 1587454774.1005
MEM 143.882812 1587454774.2008
CHLD 0 264.707031 1587454774.2127
CHLD 1 264.863281 1587454774.2128
CHLD 2 540.660156 1587454774.2128
MEM 143.882812 1587454774.3131
CHLD 0 264.707031 1587454774.3255
CHLD 1 264.863281 1587454774.3255
CHLD 2 540.917969 1587454774.3255
MEM 143.882812 1587454774.4305
CHLD 0 264.707031 1587454774.4390
CHLD 1 264.863281 1587454774.4391
CHLD 2 541.175781 1587454774.4391
MEM 143.882812 1587454774.5422
CHLD 0 264.707031 1587454774.5505
CHLD 1 264.863281 1587454774.5505
CHLD 2 541.691406 1587454774.5505
MEM 143.882812 1587454774.6521
CHLD 0 264.707031 1587454774.6610
CHLD 1 264.863281 1587454774.6610
CHLD 2 541.949219 1587454774.6610
MEM 143.882812 1587454774.7614
CHLD 0 264.707031 1587454774.7698
CHLD 1 264.863281 1587454774.7720
CHLD 2 542.464844 1587454774.7721
MEM 143.882812 1587454774.8740
CHLD 0 264.707031 1587454774.8824
CHLD 1 264.863281 1587454774.8824
CHLD 2 542.722656 1587454774.8824
MEM 143.882812 1587454774.9859
CHLD 0 264.707031 1587454774.9943
CHLD 1 264.863281 1587454774.9944
CHLD 2 543.238281 1587454774.9944
MEM 143.882812 1587454775.0981
CHLD 0 264.707031 1587454775.1063
CHLD 1 264.863281 1587454775.1063
CHLD 2 543.496094 1587454775.1079
MEM 143.882812 1587454775.2100
CHLD 0 264.707031 1587454775.2183
CHLD 1 264.863281 1587454775.2184
CHLD 2 544.011719 1587454775.2184
MEM 143.882812 1587454775.3220
CHLD 0 264.707031 1587454775.3316
CHLD 1 264.863281 1587454775.3317
CHLD 2 544.269531 1587454775.3317
MEM 143.882812 1587454775.4354
CHLD 0 264.707031 1587454775.4457
CHLD 1 264.863281 1587454775.4458
CHLD 2 544.527344 1587454775.4458
MEM 143.882812 1587454775.5461
CHLD 0 264.707031 1587454775.5548
CHLD 1 264.863281 1587454775.5549
CHLD 2 545.042969 1587454775.5549
MEM 143.882812 1587454775.6552
CHLD 0 264.707031 1587454775.6646
CHLD 1 264.863281 1587454775.6647
CHLD 2 545.300781 1587454775.6647
MEM 143.882812 1587454775.7650
CHLD 0 264.707031 1587454775.7749
CHLD 1 264.863281 1587454775.7749
CHLD 2 545.558594 1587454775.7750
MEM 143.882812 1587454775.8753
CHLD 0 264.707031 1587454775.8839
CHLD 1 264.863281 1587454775.8839
CHLD 2 546.074219 1587454775.8840
MEM 143.882812 1587454775.9843
CHLD 0 264.707031 1587454775.9932
CHLD 1 264.863281 1587454775.9932
CHLD 2 546.332031 1587454775.9933
MEM 143.882812 1587454776.0936
CHLD 0 264.707031 1587454776.1018
CHLD 1 264.863281 1587454776.1018
CHLD 2 546.589844 1587454776.1019
MEM 143.882812 1587454776.2033
CHLD 0 264.707031 1587454776.2115
CHLD 1 264.863281 1587454776.2115
CHLD 2 546.847656 1587454776.2116
MEM 143.882812 1587454776.3119
CHLD 0 264.707031 1587454776.3212
CHLD 1 264.863281 1587454776.3213
CHLD 2 547.363281 1587454776.3213
MEM 143.882812 1587454776.4216
CHLD 0 264.707031 1587454776.4303
CHLD 1 264.863281 1587454776.4303
CHLD 2 547.621094 1587454776.4304
MEM 143.882812 1587454776.5307
CHLD 0 264.707031 1587454776.5391
CHLD 1 264.863281 1587454776.5392
CHLD 2 547.878906 1587454776.5392
MEM 143.882812 1587454776.6395
CHLD 0 264.707031 1587454776.6495
CHLD 1 264.863281 1587454776.6496
CHLD 2 548.394531 1587454776.6496
MEM 143.882812 1587454776.7499
CHLD 0 220.917969 1587454776.7597
CHLD 1 220.832031 1587454776.7598
CHLD 2 548.652344 1587454776.7598
MEM 143.882812 1587454776.8601
CHLD 0 220.917969 1587454776.8695
CHLD 1 220.832031 1587454776.8695
CHLD 2 548.910156 1587454776.8696
MEM 143.886719 1587454776.9699
CHLD 0 221.429688 1587454776.9806
CHLD 1 549.425781 1587454776.9807
MEM 143.886719 1587454777.0810
CHLD 0 221.429688 1587454777.0897
CHLD 1 549.683594 1587454777.0897
MEM 143.886719 1587454777.1901
CHLD 0 221.429688 1587454777.1986
CHLD 1 549.683594 1587454777.1986
MEM 143.886719 1587454777.2990
CHLD 0 221.429688 1587454777.3075
CHLD 1 549.941406 1587454777.3075
MEM 143.886719 1587454777.4079
CHLD 0 221.429688 1587454777.4183
CHLD 1 549.941406 1587454777.4183
MEM 143.886719 1587454777.5187
CHLD 0 221.542969 1587454777.5276
CHLD 1 550.199219 1587454777.5277
MEM 143.886719 1587454777.6281
CHLD 0 221.542969 1587454777.6407
CHLD 1 550.457031 1587454777.6407
MEM 143.886719 1587454777.7411
CHLD 0 221.542969 1587454777.7514
CHLD 1 550.457031 1587454777.7514
MEM 143.886719 1587454777.8518
CHLD 0 221.542969 1587454777.8626
CHLD 1 550.714844 1587454777.8627
MEM 143.886719 1587454777.9631
CHLD 0 255.648438 1587454777.9718
CHLD 1 550.972656 1587454777.9718
MEM 143.886719 1587454778.0722
CHLD 0 252.167969 1587454778.0805
CHLD 1 551.230469 1587454778.0806
MEM 143.886719 1587454778.1810
CHLD 0 252.167969 1587454778.1894
CHLD 1 551.488281 1587454778.1895
MEM 143.886719 1587454778.2898
CHLD 0 253.714844 1587454778.2979
CHLD 1 552.003906 1587454778.2979
MEM 143.886719 1587454778.3982
CHLD 0 249.335938 1587454778.4079
CHLD 1 552.261719 1587454778.4079
MEM 143.886719 1587454778.5083
CHLD 0 249.335938 1587454778.5168
CHLD 1 552.777344 1587454778.5169
MEM 143.886719 1587454778.6173
CHLD 0 249.335938 1587454778.6264
CHLD 1 553.035156 1587454778.6265
MEM 143.886719 1587454778.7268
CHLD 0 249.335938 1587454778.7347
CHLD 1 553.550781 1587454778.7348
MEM 143.886719 1587454778.8351
CHLD 0 249.335938 1587454778.8432
CHLD 1 553.808594 1587454778.8432
MEM 143.886719 1587454778.9436
CHLD 0 249.335938 1587454778.9531
CHLD 1 554.324219 1587454778.9531
MEM 143.886719 1587454779.0535
CHLD 0 249.335938 1587454779.0625
CHLD 1 554.582031 1587454779.0625
MEM 143.886719 1587454779.1628
CHLD 0 249.335938 1587454779.1719
CHLD 1 555.097656 1587454779.1719
MEM 143.886719 1587454779.2722
CHLD 0 249.335938 1587454779.2812
CHLD 1 555.613281 1587454779.2812
MEM 143.886719 1587454779.3816
CHLD 0 249.335938 1587454779.3905
CHLD 1 555.871094 1587454779.3905
MEM 143.886719 1587454779.4909
CHLD 0 249.335938 1587454779.5001
CHLD 1 556.386719 1587454779.5002
MEM 143.886719 1587454779.6004
CHLD 0 249.335938 1587454779.6089
CHLD 1 556.644531 1587454779.6090
MEM 143.886719 1587454779.7093
CHLD 0 252.167969 1587454779.7182
CHLD 1 557.160156 1587454779.7182
MEM 143.886719 1587454779.8186
CHLD 0 0.000000 1587454779.8248
CHLD 1 557.417969 1587454779.8248
MEM 143.886719 1587454779.9251
CHLD 0 0.000000 1587454779.9332
CHLD 1 557.933594 1587454779.9333
MEM 143.886719 1587454780.0336
CHLD 0 0.000000 1587454780.0419
CHLD 1 558.191406 1587454780.0419
MEM 143.886719 1587454780.1422
CHLD 0 0.000000 1587454780.1503
CHLD 1 558.707031 1587454780.1504
MEM 143.886719 1587454780.2508
CHLD 0 0.000000 1587454780.2587
CHLD 1 558.964844 1587454780.2588
MEM 143.886719 1587454780.3591
CHLD 0 0.000000 1587454780.3669
CHLD 1 559.480469 1587454780.3669
MEM 143.886719 1587454780.4673
CHLD 0 0.000000 1587454780.4753
CHLD 1 559.996094 1587454780.4754
MEM 143.886719 1587454780.5757
CHLD 0 0.000000 1587454780.5823
CHLD 1 560.253906 1587454780.5823
MEM 143.886719 1587454780.6827
CHLD 0 0.000000 1587454780.6892
CHLD 1 560.769531 1587454780.6892
MEM 143.886719 1587454780.7894
CHLD 0 0.000000 1587454780.7954
CHLD 1 561.027344 1587454780.7954
MEM 143.886719 1587454780.8957
CHLD 0 0.000000 1587454780.9025
CHLD 1 561.542969 1587454780.9025
MEM 143.886719 1587454781.0028
CHLD 0 0.000000 1587454781.0087
CHLD 1 561.800781 1587454781.0088
MEM 143.886719 1587454781.1091
CHLD 0 0.000000 1587454781.1152
CHLD 1 562.316406 1587454781.1152
